,1,2,3,4,5,6,7,8
105,3,3,3,3,2,3,3,3
106,3,3,4,3,2,3,3,3
107,3,4,4,4,2,3,2,4
108,4,3,3,3,2,2,3,3
109,3,3,3,3,2,2,4,3
110,3,3,2,3,2,2,4,3
111,3,3,2,3,2,2,3,3
112,3,2,1,2,3,2,3,2
113,2,2,1,2,4,2,3,2
114,3,2,2,2,4,2,3,2
115,3,2,3,2,3,2,3,2
116,3,1,2,1,3,1,3,1
117,2,2,3,2,3,2,3,2
118,3,2,3,2,3,2,3,2
119,2,2,3,2,2,2,3,2
120,2,1,3,1,3,1,2,1
121,1,2,3,2,3,2,3,2
122,2,1,3,1,3,1,3,1
123,1,2,3,2,3,2,2,2
124,2,2,2,2,4,2,2,2
125,2,3,2,3,4,3,3,3
126,3,2,3,2,4,2,2,2
127,2,3,2,3,4,3,2,3
128,3,2,2,2,4,2,3,2
129,2,2,3,2,3,2,3,2
130,2,1,2,1,2,1,2,2
131,2,2,1,1,3,2,3,3
132,2,2,2,1,3,2,3,2
133,2,3,2,2,2,3,3,3
134,3,4,2,2,3,3,2,3
135,3,4,2,2,3,3,3,2
136,2,3,3,2,2,2,2,2
137,2,3,2,1,1,2,2,2
138,1,3,2,1,2,2,1,2
139,1,2,1,1,1,2,2,2
140,2,2,2,2,2,3,1,3
141,3,3,1,2,2,3,2,3
142,3,2,2,2,3,2,2,3
143,4,1,2,2,2,2,3,2
144,3,2,3,2,3,3,2,3
145,3,2,2,1,2,2,3,2
146,2,2,3,2,2,3,2,2
147,3,3,2,3,2,4,2,2
148,3,3,2,2,3,3,2,2
149,3,3,2,3,3,3,3,2
150,3,3,3,3,4,3,2,2
151,3,2,2,2,4,2,3,1
152,2,2,3,2,3,2,4,2
153,2,3,3,3,2,3,3,3
154,3,2,2,2,1,2,3,2
155,2,2,2,2,1,2,3,3
156,2,2,2,2,1,2,3,3
157,2,2,2,1,1,2,2,2
158,2,2,2,1,1,2,3,2
159,2,3,3,2,1,3,2,2
160,3,3,2,3,1,3,2,2
161,3,3,2,3,2,3,1,2
162,3,3,2,4,2,3,2,3
163,3,3,2,4,3,2,1,2
164,2,2,1,3,3,1,2,2
165,1,3,2,3,2,2,2,2
166,2,3,2,3,2,2,2,2
167,2,3,1,3,2,2,2,2
168,2,3,2,3,1,3,2,3
169,3,4,2,3,2,3,1,3
170,3,3,1,3,3,2,2,2
171,3,4,2,4,2,3,3,3
172,4,3,3,4,3,2,2,2
173,3,3,2,4,3,2,3,2
174,3,2,2,4,3,2,3,2
175,3,3,2,4,3,3,3,2
176,3,2,2,3,4,2,3,2
177,2,2,2,2,3,2,3,2
178,2,2,3,2,3,2,2,2
179,2,2,4,3,3,2,2,2
180,2,2,4,2,2,2,2,3
181,2,3,4,3,1,2,1,3
182,2,4,3,3,2,3,1,3
183,3,3,2,2,2,2,2,2
184,2,4,2,2,2,3,2,3
185,3,3,2,2,3,2,2,2
186,2,3,2,1,3,3,3,1
187,3,3,3,2,2,3,3,2
188,3,4,3,3,3,4,3,3
189,4,3,2,2,2,3,4,2
190,3,4,3,3,2,4,3,3
191,4,3,2,4,2,4,3,4
192,4,3,2,3,3,3,3,3
193,3,3,2,2,2,3,3,3
194,3,3,3,2,2,3,2,3
195,3,2,2,1,2,2,2,2
196,2,3,3,1,2,2,2,2
197,2,2,3,1,2,2,3,2
198,2,2,3,2,2,2,3,2
199,2,3,3,3,2,3,4,3
200,3,4,4,4,1,4,4,4
201,4,3,4,3,2,3,3,3
202,3,3,3,3,1,4,3,4
203,4,3,4,3,2,3,2,4
204,3,2,3,2,2,2,2,3
205,2,2,3,2,3,2,3,3
206,2,3,3,3,2,2,4,4
207,3,4,4,4,3,2,3,4
208,2,3,3,3,3,3,3,3
209,3,3,4,3,3,3,3,3
210,3,3,4,3,2,3,2,3
211,2,3,3,3,2,4,1,3
212,2,2,2,2,1,3,1,2
213,2,3,2,3,1,2,2,3
214,1,4,1,4,1,3,2,4
215,2,3,1,3,2,2,2,3
216,2,3,1,3,3,1,3,2
217,2,4,1,4,4,2,4,3
218,3,3,2,3,3,2,4,2
219,3,3,3,3,3,2,3,2
220,2,4,2,4,3,2,4,3
221,3,4,3,4,2,3,3,4
222,3,4,4,4,2,3,2,4
223,3,4,3,4,2,3,2,4
224,3,4,3,4,3,3,3,4
225,4,4,4,4,3,4,3,4
226,4,4,3,4,3,3,3,3
227,3,4,3,4,3,3,3,3
228,3,4,3,4,3,3,3,3
229,3,3,3,3,3,2,3,2
230,2,3,3,3,3,2,2,2
231,2,3,3,3,4,2,2,2
232,3,2,2,2,3,1,3,2
233,2,3,3,3,4,1,2,3
234,3,3,2,3,4,1,1,3
235,3,3,2,3,3,0,2,3
236,3,3,3,3,3,1,2,4
237,3,4,3,4,3,2,2,3
238,4,4,3,4,3,3,2,3
239,4,4,3,4,2,3,2,3
240,4,4,3,4,2,4,2,3
241,4,3,3,3,2,3,2,2
242,3,3,3,3,2,3,2,3
243,3,2,3,2,2,2,3,2
244,2,3,4,3,2,3,4,2
245,3,3,4,3,2,3,4,2
246,2,3,4,3,1,3,4,2
247,2,2,4,3,2,2,3,1
248,2,2,3,4,1,3,3,1
249,2,2,3,3,1,2,2,2
250,2,1,2,2,2,1,1,1
251,3,1,1,2,2,2,2,1
252,3,1,2,2,2,2,2,2
253,2,2,2,2,3,2,2,3
254,3,2,2,2,4,2,3,3
255,3,2,3,3,3,3,3,3
256,3,2,4,3,3,2,3,3
257,3,3,3,3,3,3,3,3
258,4,2,3,2,2,2,3,2
259,3,2,3,3,2,3,2,2
260,3,2,2,2,3,2,3,2
261,2,3,2,3,4,3,2,3
262,3,2,2,2,3,2,2,3
263,3,2,3,2,3,2,2,3
264,3,2,2,2,2,2,2,3
265,3,2,2,2,1,2,2,3
266,3,2,1,2,1,2,2,2
267,2,3,1,2,1,3,3,2
268,2,4,1,3,1,4,2,3
269,3,3,1,2,1,3,2,2
270,2,3,1,2,2,3,2,2
271,2,3,2,2,2,3,2,3
272,3,2,2,2,3,2,2,2
273,3,2,1,2,3,2,2,2
274,3,2,2,2,4,2,2,2
275,3,3,2,3,3,3,2,2
276,4,3,2,2,3,3,2,1
277,3,3,2,3,2,3,2,2
278,2,3,3,2,3,2,2,1
279,1,3,2,3,2,3,3,2
280,1,3,3,2,2,2,3,3
281,1,2,3,2,2,1,3,3
282,1,3,3,2,2,2,3,3
283,2,2,3,2,1,3,4,3
284,2,3,3,1,2,2,3,3
285,3,3,3,2,3,2,3,2
286,3,4,3,2,3,3,4,2
287,3,3,3,1,4,2,3,1
288,3,4,3,2,4,1,2,2
289,4,3,3,2,3,1,3,1
290,3,3,3,2,3,2,2,2
291,3,2,2,2,2,1,2,2
292,3,2,3,3,1,2,2,2
293,2,2,2,3,2,3,3,2
294,2,2,2,3,2,3,3,2
295,2,2,1,3,1,3,3,2
296,2,3,2,4,2,4,3,3
297,3,3,1,3,3,3,3,3
298,3,2,2,2,2,3,2,2
299,2,2,2,3,3,3,1,2
300,3,2,2,2,3,2,2,2
301,2,2,2,2,3,1,1,1
302,2,2,3,2,2,1,2,1
303,2,3,2,3,2,1,2,2
304,3,3,3,2,2,1,2,2
305,2,2,4,2,3,1,2,1
306,2,1,3,2,2,1,3,2
307,1,1,3,2,3,1,2,2
308,1,1,3,2,4,1,3,2
309,1,1,3,2,3,1,3,2
310,1,2,2,3,3,2,2,3
311,2,3,2,3,3,3,2,3
312,3,3,2,3,3,3,2,3
313,3,3,2,3,3,3,2,3
314,3,4,2,4,3,4,3,4
315,4,3,2,3,2,3,3,3
316,3,2,3,2,3,2,2,2
317,2,2,2,3,3,3,2,3
318,3,2,3,3,3,2,1,2
319,2,2,3,3,3,2,0,2
320,2,2,3,3,4,2,0,2
321,2,3,2,3,3,2,1,2
322,3,4,3,3,2,2,1,2
323,3,3,2,2,2,2,1,2
324,3,2,1,1,2,1,2,1
325,2,2,1,1,2,2,2,2
326,2,2,1,1,2,3,2,2
327,2,1,1,0,3,2,2,2
328,1,2,1,1,3,3,3,3
329,2,3,2,2,3,3,3,3
330,3,3,3,2,3,2,3,2
331,3,2,3,2,4,1,3,2
332,2,3,3,3,3,2,4,2
333,3,3,4,3,2,1,3,2
334,2,2,3,2,3,2,3,2
335,1,3,3,3,3,2,4,3
336,2,3,4,3,3,2,3,3
337,2,2,3,2,3,1,3,2
338,1,2,3,2,3,2,3,2
339,2,3,3,2,3,2,2,3
340,3,3,2,2,3,3,2,3
341,3,3,2,2,3,3,2,3
342,3,4,2,2,3,4,1,4
343,4,4,1,2,4,4,1,4
344,4,3,1,2,3,3,1,3
345,3,3,2,2,3,3,1,3
346,2,4,1,3,3,4,1,4
347,3,3,2,3,4,3,1,3
348,2,3,2,3,3,3,1,3
349,2,4,3,3,4,3,2,3
350,2,3,2,2,4,2,2,3
351,2,3,3,2,3,2,2,2
352,2,3,3,2,3,2,2,2
353,2,2,3,2,3,2,3,2
354,1,2,3,3,2,3,2,3
355,2,3,4,3,2,4,1,3
356,3,2,3,2,3,3,2,3
357,2,3,2,3,3,4,3,3
358,3,3,3,2,3,3,3,2
359,4,3,3,2,4,3,3,2
360,4,2,2,2,4,2,4,1
361,3,3,3,3,3,3,3,2
362,4,2,4,3,3,2,2,3
363,3,2,3,3,4,2,1,3
364,2,2,2,2,3,2,2,3
365,2,3,3,2,3,2,1,3
366,2,2,2,1,3,1,2,2
367,1,3,2,1,3,2,2,2
368,2,3,2,1,3,2,2,2
369,2,3,2,2,3,2,2,2
370,1,2,2,2,3,2,2,2
371,1,3,2,2,3,2,2,3
372,2,3,2,2,3,2,2,3
373,2,4,2,2,2,2,3,4
374,2,4,3,1,3,2,3,3
375,2,5,2,2,2,3,3,4
376,3,4,3,2,3,3,3,3
377,2,3,2,1,2,2,4,2
378,1,3,3,2,3,3,3,2
379,2,3,2,2,3,2,3,3
380,2,2,3,2,3,1,3,2
381,2,2,3,2,3,1,2,2
382,2,3,3,3,3,2,2,2
383,2,2,3,3,2,2,2,2
384,2,2,3,4,2,3,1,2
385,3,2,2,3,2,3,2,2
386,2,2,2,3,2,3,2,3
387,2,2,2,3,2,3,2,4
388,3,2,2,2,3,2,2,3
389,2,2,2,2,3,2,2,3
390,2,2,3,2,4,2,2,4
391,2,2,3,2,3,2,2,3
392,2,2,3,2,4,2,1,3
393,2,3,3,2,3,2,2,4
394,3,2,4,1,2,2,2,3
395,2,3,3,2,2,3,2,2
396,3,3,2,2,3,3,3,3
397,3,3,3,2,2,3,4,3
398,3,2,3,3,2,4,3,2
399,3,3,2,4,3,4,4,3
400,4,3,2,4,3,4,4,4
401,4,3,3,4,3,4,3,3
402,4,3,2,3,3,4,3,3
403,4,3,2,2,3,3,3,3
404,3,3,2,2,3,3,2,3
405,3,3,3,2,2,3,2,2
406,3,3,3,2,2,3,2,2
407,3,3,3,3,2,3,1,2
408,3,4,3,4,2,4,2,2
409,4,3,3,3,2,3,2,2
410,3,2,2,2,3,2,2,2
411,2,2,2,2,2,2,3,2
412,3,2,2,2,2,2,3,2
413,3,2,1,2,3,2,2,3
414,3,3,2,3,3,3,2,3
415,4,3,2,3,2,3,2,3
416,4,4,2,4,3,4,1,4
417,4,3,3,3,4,3,2,4
418,4,2,4,2,3,2,3,3
419,3,2,4,2,3,2,3,3
420,3,3,4,3,3,3,3,3
421,4,2,4,2,3,2,3,2
422,3,2,3,2,3,2,3,1
423,2,3,3,3,3,3,2,2
424,3,2,2,3,3,2,2,2
425,2,2,2,3,4,2,2,3
426,2,2,2,3,3,2,3,3
427,3,3,3,4,2,3,3,4
428,4,2,2,3,2,2,3,3
429,3,3,2,3,1,3,3,3
430,4,2,2,2,1,2,3,2
431,4,3,2,3,1,3,3,3
432,3,2,2,2,1,3,3,2
433,2,2,3,2,2,3,3,2
434,2,2,3,2,2,3,4,1
435,2,2,4,2,2,3,3,2
436,2,2,3,2,3,3,2,1
437,3,2,2,2,3,2,2,1
438,3,2,2,2,2,3,2,1
439,3,1,2,1,2,2,2,1
440,2,2,1,2,2,3,2,1
441,2,1,1,1,1,2,3,1
442,1,2,2,2,2,3,3,2
443,2,3,1,2,2,3,4,3
444,3,3,2,2,3,3,3,3
445,3,3,3,2,2,2,4,3
446,3,3,4,3,3,3,3,3
447,3,2,3,2,2,3,3,3
448,3,1,4,2,3,3,2,3
449,2,2,3,3,2,4,3,4
450,3,1,3,2,2,4,2,3
451,2,1,3,1,2,4,2,4
452,2,2,3,2,2,4,2,3
453,2,2,2,2,2,4,2,2
454,2,2,2,2,3,3,2,2
455,2,3,2,3,3,4,2,3
456,3,3,1,3,2,3,2,2
457,3,2,1,2,3,2,1,2
458,2,2,1,2,3,1,2,3
459,2,1,2,1,3,1,1,2
460,1,1,1,1,4,1,1,2
461,1,1,2,1,4,1,2,2
462,1,2,3,2,3,2,2,3
463,2,2,3,2,3,3,2,2
464,2,2,3,3,2,3,2,2
465,2,2,3,3,2,3,3,2
466,1,2,3,4,3,4,3,3
467,2,1,2,3,4,3,4,2
468,1,2,3,3,3,2,3,3
469,2,3,2,3,4,3,3,4
470,3,2,2,3,4,2,2,3
471,3,2,2,2,3,1,2,2
472,2,2,3,2,3,2,1,2
473,2,2,2,3,3,2,2,1
474,1,1,3,2,2,2,2,0
475,1,2,3,2,1,3,2,0
476,1,3,3,3,1,4,1,1
477,2,3,3,3,1,3,1,1
478,3,2,3,2,1,4,1,1
479,3,2,3,2,2,3,1,1
480,2,2,3,2,3,3,2,1
481,3,2,3,2,4,3,2,1
482,3,2,3,2,4,3,3,1
483,2,3,3,2,5,2,2,2
484,3,4,3,3,4,3,3,3
485,4,3,3,2,3,2,2,3
486,3,3,2,1,3,2,2,2
487,2,4,1,2,3,3,2,2
488,3,4,2,3,2,4,3,2
489,3,3,1,2,2,3,2,1
490,2,4,1,3,3,3,2,2
491,2,3,1,3,2,2,3,2
492,2,3,1,3,2,2,2,3
493,2,2,0,2,3,1,1,3
494,1,3,0,3,4,1,2,3
495,2,2,1,3,3,2,2,3
496,2,2,2,3,3,2,1,3
497,2,2,2,3,3,2,1,3
498,2,2,2,3,3,2,2,2
499,2,2,3,3,2,3,2,3
500,2,3,3,2,3,2,2,2
501,2,3,2,2,4,2,3,3
502,2,3,3,2,3,2,4,3
503,2,3,4,2,2,2,3,3
504,2,3,3,2,3,2,3,3
505,2,2,3,3,2,2,4,4
506,3,3,4,4,1,3,4,3
507,3,3,4,4,1,3,3,3
508,3,3,3,4,2,3,3,3
509,3,3,3,4,1,3,3,3
510,3,4,3,4,2,4,2,3
511,3,3,2,3,3,3,2,3
512,3,3,2,3,3,2,3,3
513,3,3,3,3,3,3,3,3
514,4,2,3,2,3,2,2,2
515,3,2,3,2,2,2,3,2
516,3,2,3,2,2,2,2,2
517,3,2,2,2,2,3,2,2
518,3,2,2,2,2,2,2,2
519,2,3,2,3,2,3,3,3
520,3,2,2,2,3,2,2,2
521,2,3,2,3,2,3,3,3
522,3,2,3,2,3,2,2,2
523,2,3,2,3,2,3,3,3
524,3,3,3,3,3,3,2,3
525,3,3,2,3,2,4,3,4
526,4,3,3,3,3,4,2,4
527,4,3,2,3,3,4,3,4
528,4,2,3,2,3,3,3,3
529,3,2,3,2,2,3,3,3
530,3,3,3,3,2,3,2,2
531,3,3,2,3,1,2,2,2
532,3,3,3,3,1,2,2,2
533,3,4,3,4,1,3,2,3
534,4,3,3,3,2,3,2,2
535,3,3,3,3,2,2,3,3
536,3,2,4,2,2,2,4,2
537,2,3,3,3,1,3,4,3
538,3,3,2,3,2,3,3,3
539,3,3,1,3,2,2,4,3
540,3,2,2,2,2,3,4,2
541,2,3,2,3,3,4,3,2
542,3,2,2,2,3,3,3,1
543,2,2,2,2,2,2,3,1
544,2,2,3,2,2,3,2,1
545,2,3,2,3,2,3,2,2
546,3,2,2,2,2,2,2,2
547,3,3,2,3,2,3,2,2
548,4,2,3,2,3,3,3,1
549,3,3,3,3,2,2,3,2
550,4,2,4,3,3,2,2,2
551,3,2,3,3,3,3,3,3
552,3,2,4,3,4,2,2,3
553,3,2,3,3,3,3,2,3
554,4,2,3,3,4,4,3,2
555,3,2,3,2,4,3,3,2
556,3,3,4,3,3,3,2,2
557,3,2,4,2,3,3,3,2
558,2,2,4,3,3,3,3,2
559,2,2,4,3,2,3,2,3
560,2,2,3,4,2,3,3,2
561,3,2,3,3,2,3,4,2
562,2,3,3,4,2,3,3,2
563,3,3,3,3,2,3,3,2
564,3,3,3,3,2,3,4,2
565,4,3,3,2,1,3,3,2
566,3,3,2,3,2,3,3,2
567,4,2,2,2,1,3,4,2
568,3,3,3,3,1,3,4,3
569,3,3,2,2,2,3,3,2
570,3,3,2,2,2,3,4,2
571,3,3,3,2,1,3,3,2
572,3,3,2,2,2,3,2,2
573,3,2,2,1,2,3,2,1
574,2,2,3,2,2,3,2,2
575,2,2,3,2,3,3,2,2
576,3,1,3,2,3,2,3,1
577,2,2,4,3,2,3,4,2
578,3,3,3,4,3,3,3,3
579,4,2,3,4,3,2,4,2
580,3,3,4,4,3,2,4,2
581,2,3,3,3,3,2,4,2
582,2,2,2,2,3,1,3,1
583,2,2,2,2,2,1,3,1
584,1,3,2,2,2,2,2,2
585,2,2,2,2,2,2,2,2
586,2,3,2,3,2,3,2,3
587,3,3,3,3,3,3,2,3
588,2,3,3,2,3,3,2,2
589,3,2,3,2,3,2,3,2
590,2,3,2,3,2,3,2,3
591,3,3,3,2,3,2,1,2
592,3,3,2,2,3,2,2,2
593,3,2,2,2,3,2,3,2
594,3,3,1,2,2,2,2,2
595,3,2,2,1,2,1,3,2
596,2,2,1,2,2,2,3,2
597,1,2,2,2,1,2,3,2
598,1,3,2,3,2,2,2,3
599,1,3,3,3,3,2,2,3
600,2,3,3,3,3,2,2,2
601,2,3,3,3,2,2,3,3
602,3,4,3,4,3,3,2,4
603,4,3,4,3,3,2,3,3
604,3,3,3,3,2,3,4,2
605,3,4,3,3,3,3,3,2
606,3,3,3,2,3,2,3,2
607,2,2,2,1,2,1,3,1
608,1,3,1,2,1,2,2,2
609,2,3,2,2,2,1,1,2
610,2,3,2,3,1,2,2,3
611,3,3,3,3,2,2,1,2
612,3,4,3,4,2,3,2,3
613,4,3,4,3,3,2,2,2
614,3,3,3,3,2,3,3,3
615,3,3,3,3,3,2,2,2
616,3,3,2,3,3,2,2,2
617,3,2,2,2,3,1,2,1
618,2,2,1,3,2,2,3,2
619,3,2,1,3,3,2,2,2
620,3,1,1,2,3,2,3,2
621,2,1,1,2,2,2,4,2
622,2,2,1,3,2,3,3,3
623,3,3,2,3,3,3,2,3
624,3,2,3,3,3,2,3,2
625,2,2,3,3,3,2,3,3
626,3,2,3,3,3,2,2,3
627,3,2,3,3,3,2,3,3
628,2,2,3,3,3,2,3,2
629,2,3,3,3,3,3,2,3
630,3,4,2,4,3,3,2,3
631,3,4,2,4,4,3,3,3
632,3,3,2,4,4,3,3,3
633,4,3,2,4,4,3,3,4
634,4,3,2,4,4,2,4,4
635,4,2,2,3,3,2,4,3
636,3,3,2,4,2,2,4,4
637,4,4,3,4,2,2,3,3
638,4,4,3,4,2,2,4,3
639,4,3,3,3,2,2,3,2
640,3,4,3,4,2,3,3,3
641,4,4,4,3,3,3,2,2
642,3,3,3,3,3,3,3,2
643,2,3,3,3,2,2,3,1
644,1,3,2,3,2,3,3,1
645,2,2,2,2,2,2,3,1
646,1,2,1,3,1,2,3,1
647,1,3,2,2,2,2,2,2
648,2,3,1,2,3,3,1,3
649,2,3,2,2,3,2,2,3
650,1,4,2,3,3,3,2,3
651,2,3,3,2,4,3,2,3
652,2,3,2,3,3,3,3,2
653,2,3,3,3,3,2,3,2
654,3,3,3,3,3,2,3,2
655,3,3,3,3,3,2,3,2
656,3,4,2,4,2,3,3,2
657,4,3,3,3,3,2,3,2
658,3,3,2,3,2,3,4,1
659,2,3,2,3,2,3,4,2
660,2,3,2,3,2,3,3,2
661,2,3,3,3,2,3,4,3
662,2,3,3,3,2,3,4,3
663,2,3,3,3,2,3,4,4
664,3,4,3,4,2,3,3,4
665,4,3,4,3,3,3,4,3
666,3,3,3,3,3,2,3,3
667,3,3,3,3,3,2,3,3
668,3,3,3,3,3,2,2,2
669,3,3,3,2,3,2,3,2
670,2,4,3,3,2,1,2,3
671,2,3,4,2,3,1,2,2
672,1,4,3,3,2,2,2,3
673,1,4,4,3,2,2,2,3
674,1,3,4,3,2,2,2,2
675,1,3,3,3,2,3,2,2
676,2,3,3,3,2,4,2,2
677,2,3,4,3,3,3,2,1
678,2,2,3,2,3,2,2,1
679,2,2,2,3,3,2,1,1
680,2,2,3,3,3,2,2,1
681,2,2,3,3,3,2,2,1
682,3,2,2,3,2,2,2,1
683,3,2,3,3,3,2,3,1
684,2,3,3,3,2,3,3,2
685,3,2,3,2,3,2,2,2
686,2,3,2,2,2,1,3,2
687,1,3,2,2,2,2,3,3
688,2,3,2,2,2,2,2,3
689,2,3,2,2,2,2,3,3
690,2,4,2,2,2,2,3,2
691,2,4,2,3,2,3,3,3
692,3,3,3,2,3,2,2,3
693,2,3,3,2,2,2,3,4
694,2,3,3,2,2,2,2,4
695,2,2,3,2,2,2,3,4
696,2,2,3,2,2,2,3,4
697,2,2,3,2,2,2,3,3
698,2,3,2,3,2,2,2,2
699,3,2,3,2,2,2,3,2
700,2,2,3,2,2,3,3,2
701,3,2,3,1,2,3,2,1
702,2,2,2,2,2,3,2,2
703,3,2,2,2,2,4,2,3
704,3,2,2,2,3,3,2,2
705,3,3,1,3,2,3,2,3
706,3,3,2,3,3,2,2,3
707,4,3,2,2,3,2,3,2
708,3,3,2,2,3,2,4,2
709,3,3,2,2,3,2,4,2
710,3,2,2,1,3,1,4,1
711,2,1,1,1,2,1,4,1
712,1,2,1,2,1,2,3,2
713,2,1,2,2,2,2,2,1
714,2,1,1,2,2,2,2,1
715,2,2,1,2,2,3,1,1
716,3,3,2,3,3,4,1,1
717,3,3,2,3,4,4,2,1
718,3,4,2,3,4,4,3,2
719,3,4,3,3,4,4,3,2
720,3,4,3,4,4,4,4,3
721,3,3,3,3,3,3,4,3
722,4,3,3,2,3,2,4,3
723,3,2,2,1,2,1,4,2
724,2,3,1,1,1,1,3,2
725,3,3,2,1,2,1,2,2
726,3,3,2,1,3,1,2,2
727,2,3,2,2,2,1,2,2
728,3,4,3,3,3,2,2,3
729,4,3,4,3,4,3,3,4
730,4,3,4,3,3,2,4,3
731,3,3,3,3,2,2,4,3
732,3,3,3,3,2,3,3,3
733,3,2,3,3,2,3,2,2
734,2,2,2,3,1,2,2,1
735,1,1,2,3,1,3,1,1
736,2,1,2,4,1,3,2,2
737,2,0,3,3,2,3,2,2
738,2,1,2,3,1,3,3,2
739,3,1,3,3,2,3,3,3
740,3,1,3,2,3,2,3,4
741,2,2,4,1,3,3,3,3
742,3,2,3,1,3,2,3,2
743,2,2,3,0,3,2,3,3
744,2,3,3,0,3,3,2,3
745,2,3,2,0,2,4,3,3
746,2,3,1,1,2,4,2,4
747,2,4,2,2,2,5,2,4
748,3,3,3,2,2,4,2,3
749,2,3,2,2,1,3,3,3
750,3,4,3,3,2,3,2,3
751,4,4,4,2,3,2,3,2
752,3,3,3,2,2,2,3,2
753,3,4,3,3,3,3,3,3
754,3,3,4,3,4,3,2,2
755,2,3,3,3,3,3,3,2
756,2,2,3,3,3,3,2,2
757,2,3,3,2,3,2,3,2
758,1,3,2,2,3,2,2,2
759,2,3,2,2,3,2,3,2
760,2,3,2,2,3,2,3,2
761,2,3,2,2,3,2,3,2
762,3,3,2,3,4,3,3,3
763,4,2,3,2,4,2,3,2
764,3,3,2,3,3,3,2,3
765,4,3,3,3,4,2,1,2
766,3,4,3,4,3,3,2,3
767,3,4,4,4,3,3,2,3
768,3,4,4,4,3,3,3,3
769,3,4,4,4,3,3,4,3
770,3,3,4,3,3,4,4,4
771,4,2,3,2,4,3,4,3
772,3,1,2,1,3,3,3,2
773,2,2,1,2,3,4,2,3
774,3,1,2,1,4,3,1,2
